iso_code3,year,elasticity_scoe_enerdem_per_hh_residential_elec_appliances_to_gdppc,elasticity_scoe_enerdem_per_hh_residential_heat_energy_to_gdppc,elasticity_scoe_enerdem_per_mmmgdp_commercial_municipal_elec_appliances_to_gdppc,elasticity_scoe_enerdem_per_mmmgdp_commercial_municipal_heat_energy_to_gdppc,elasticity_scoe_enerdem_per_mmmgdp_other_se_elec_appliances_to_gdppc,elasticity_scoe_enerdem_per_mmmgdp_other_se_heat_energy_to_gdppc
UGA,2023,1.9,1.9,0.6336426855232069,0.6336426855232069,1.0,1.0
UGA,2024,1.8666666666666667,1.8666666666666667,0.6337723853721785,0.6337723853721784,1.0,1.0
UGA,2025,1.8333333333333333,1.8333333333333333,0.6339020852211501,0.63390208522115,1.0,1.0
UGA,2026,1.8,1.8,0.6340317850701217,0.6340317850701216,1.0,1.0
UGA,2027,1.7666666666666666,1.7666666666666666,0.6341614849190933,0.6341614849190932,1.0,1.0
UGA,2028,1.7333333333333334,1.7333333333333334,0.6342911847680649,0.6342911847680648,1.0,1.0
UGA,2029,1.7,1.7,0.6344208846170365,0.6344208846170364,1.0,1.0
UGA,2030,1.6666666666666667,1.6666666666666667,0.6345505844660081,0.634550584466008,1.0,1.0
UGA,2031,1.6333333333333333,1.6333333333333333,0.6346802843149797,0.6346802843149796,1.0,1.0
UGA,2032,1.6,1.6,0.6348099841639513,0.6348099841639511,1.0,1.0
UGA,2033,1.5666666666666667,1.5666666666666667,0.6349396840129229,0.6349396840129227,1.0,1.0
UGA,2034,1.5333333333333332,1.5333333333333332,0.6350693838618945,0.6350693838618943,1.0,1.0
UGA,2035,1.5,1.5,0.6351990837108662,0.6351990837108659,1.0,1.0
UGA,2036,1.4666666666666668,1.4666666666666668,0.6353287835598378,0.6353287835598375,1.0,1.0
UGA,2037,1.4333333333333333,1.4333333333333333,0.6354584834088094,0.6354584834088091,1.0,1.0
UGA,2038,1.4,1.4,0.635588183257781,0.6355881832577807,1.0,1.0
UGA,2039,1.3666666666666667,1.3666666666666667,0.6357178831067526,0.6357178831067521,1.0,1.0
UGA,2040,1.3333333333333335,1.3333333333333335,0.6358475829557242,0.6358475829557237,1.0,1.0
UGA,2041,1.3,1.3,0.6359772828046958,0.6359772828046953,1.0,1.0
UGA,2042,1.2666666666666666,1.2666666666666666,0.6361069826536674,0.6361069826536669,1.0,1.0
UGA,2043,1.2333333333333334,1.2333333333333334,0.636236682502639,0.6362366825026385,1.0,1.0
UGA,2044,1.2,1.2,0.6363663823516106,0.6363663823516101,1.0,1.0
UGA,2045,1.1666666666666665,1.1666666666666665,0.6364960822005822,0.6364960822005817,1.0,1.0
UGA,2046,1.1333333333333333,1.1333333333333333,0.6366257820495538,0.6366257820495533,1.0,1.0
UGA,2047,1.1,1.1,0.6367554818985254,0.6367554818985248,1.0,1.0
UGA,2048,1.0666666666666667,1.0666666666666667,0.636885181747497,0.6368851817474964,1.0,1.0
UGA,2049,1.0333333333333332,1.0333333333333332,0.6370148815964686,0.637014881596468,1.0,1.0
UGA,2050,1.0,1.0,0.6371445814454402,0.6371445814454396,1.0,1.0
UKR,2010,0.0,0.0,0.0,0.0,0.0,0.0
UKR,2011,-0.09997437615034575,-0.09997437615034228,-1.157906018960616,-1.1579060189606047,0.0,0.0
UKR,2012,0.06304662212931363,0.06304662212930645,-0.983231370176975,-0.983231370176975,0.0,0.0
UKR,2013,-3.892662568268823,-3.89266256826883,-5.577866095781274,-5.577866095781282,0.0,0.0
UKR,2014,-6.2085708796239425,-6.208570879623932,-7.694738185279053,-7.694738185279053,0.0,0.0
UKR,2015,12.050322022100664,12.050322022100621,29.79325443128114,29.793254431281255,0.0,0.0
UKR,2016,-10.250227757946927,-10.250227757946908,-33.541342620271166,-33.54134262027128,0.0,0.0
UKR,2017,-1.4615131499630365,-1.461513149963003,-8.359768349361657,-8.359768349361484,0.0,0.0
UKR,2018,-18.00347360989802,-18.003473609898048,-70.9321518609804,-70.93215186098051,0.0,0.0
UKR,2019,12.244092569725174,12.244092569725174,91.24555300359637,91.24555300359648,0.0,0.0
UKR,2020,-0.5,-0.5,-0.5,-0.5,1.0,1.0
UKR,2021,-0.45,-0.45,-0.45,-0.45,1.0,1.0
UKR,2022,-0.4,-0.4,-0.4,-0.4,1.0,1.0
UKR,2023,-0.35,-0.35,-0.35,-0.35,1.0,1.0
UKR,2024,-0.3,-0.3,-0.3,-0.3,1.0,1.0
UKR,2025,-0.25,-0.25,-0.25,-0.25,1.0,1.0
UKR,2026,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,1.0,1.0
UKR,2027,-0.14999999999999997,-0.14999999999999997,-0.14999999999999997,-0.14999999999999997,1.0,1.0
UKR,2028,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,1.0,1.0
UKR,2029,-0.04999999999999999,-0.04999999999999999,-0.04999999999999999,-0.04999999999999999,1.0,1.0
UKR,2030,0.0,0.0,0.0,0.0,1.0,1.0
UKR,2031,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,1.0,1.0
UKR,2032,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,1.0,1.0
